DY
6216
8
mn1;mn2;mn3;mn4;mv1;mv2;mv3;mv4
2157;71.73;691.15;0.11;3.57;42.69;1915.36;0.27;3.31
2158;60.41;277.65;0.04;4.95;50.71;3103.54;0.27;3.46
2159;55.87;408.23;0.08;3.85;103.5;1586.9;0.5;1.0
2160;57.66;625.78;0.21;3.03;70.01;2045.23;0.14;3.91
2161;51.79;326.5;0.15;2.99;100.0;0.18;1.0;0.0
2162;60.09;473.96;0.1;3.49;32.91;1484.12;0.26;3.32
2163;71.73;691.15;0.11;3.57;42.69;1915.36;0.27;3.31
2164;60.41;277.65;0.04;4.95;50.71;3103.54;0.27;3.46
2165;57.66;625.78;0.21;3.03;70.01;2045.23;0.14;3.91
2166;51.79;326.5;0.15;2.99;100.0;0.18;1.0;0.0
2167;60.09;473.96;0.1;3.49;32.91;1484.12;0.26;3.32
2168;55.33;368.16;0.09;3.92;48.38;2483.88;0.27;3.3
2169;58.33;446.44;0.1;3.79;59.61;2944.24;0.23;2.97
2170;44.82;185.08;0.09;4.03;60.33;3284.07;0.42;1.51
2171;48.36;252.04;0.08;3.9;59.54;3174.81;0.39;1.55
2172;61.05;289.96;0.11;3.49;48.84;2087.15;0.33;1.91
2173;47.21;701.64;0.16;3.12;63.29;6504.3;0.5;1.04
2174;49.98;204.6;0.16;3.11;39.17;691.24;0.26;3.59
2175;55.96;278.45;0.05;4.84;50.07;2347.48;0.27;3.2
2176;52.7;226.22;0.09;4.03;112.84;509.97;0.32;2.54
2177;58.32;465.76;0.09;4.06;30.96;2183.32;0.28;2.89
2178;54.44;259.22;0.05;4.94;49.47;3235.99;0.27;3.19
2179;55.49;527.31;0.13;3.29;50.0;3005.41;0.5;1.0
2180;60.2;338.37;0.05;4.94;43.35;2926.13;0.26;3.65
2181;56.46;298.7;0.09;3.86;62.92;1416.11;0.08;4.69
2182;53.61;388.29;0.09;4.08;44.58;2061.65;0.23;3.95
2183;58.32;465.76;0.09;4.06;30.96;2183.32;0.28;2.89
2184;48.84;207.98;0.07;4.22;47.68;2124.67;0.26;3.67
2185;50.55;388.81;0.08;4.31;57.86;4278.41;0.47;1.15
2186;48.73;306.45;0.08;4.11;87.0;1978.4;0.5;1.0
2187;54.16;348.15;0.05;4.59;39.16;1981.42;0.26;3.89
2188;56.27;343.73;0.05;5.12;50.58;3178.04;0.27;3.33
2189;47.81;233.75;0.08;4.18;92.13;1647.59;0.38;1.91
2190;44.58;382.5;0.23;2.76;44.23;2146.73;0.27;3.22
2191;57.51;578.64;0.09;4.2;41.7;2580.63;0.34;2.53
2192;42.89;332.15;0.07;4.11;45.38;2745.33;0.31;2.26
2193;58.93;441.43;0.05;5.06;50.52;4527.87;0.27;3.42
2194;46.44;223.97;0.13;3.56;30.0;1904.7;0.5;1.0
2195;53.47;340.49;0.1;3.82;80.12;852.6;0.34;2.13
2196;50.42;397.86;0.06;4.55;100.27;782.91;0.12;3.47
2197;58.43;359.07;0.07;4.47;37.04;2860.69;0.26;3.81
2198;54.23;338.33;0.06;4.42;48.98;3036.57;0.27;3.1
2199;54.93;263.94;0.07;4.39;60.26;3856.7;0.39;2.05
2200;52.27;368.01;0.11;3.53;47.15;2844.48;0.3;2.29
2201;56.39;513.29;0.05;4.89;51.07;3440.43;0.28;3.22
2202;73.82;136.64;0.26;2.2;55.34;1685.95;0.38;1.5
2203;48.28;295.15;0.18;3.29;45.68;2307.3;0.29;2.44
2204;51.16;324.9;0.09;4.08;51.2;2875.08;0.44;1.39
2205;51.19;391.25;0.13;3.27;89.73;1156.94;0.62;1.05
2206;50.96;332.66;0.12;3.57;89.92;1304.93;0.34;2.07
2207;47.02;265.11;0.16;3.0;79.57;852.91;0.32;2.18
2208;45.74;175.6;0.1;3.91;82.94;1014.0;0.32;2.4
2209;56.92;416.6;0.04;5.0;50.0;5203.36;0.5;1.0
2210;57.16;265.98;0.05;4.6;97.0;852.62;0.37;1.8
2211;46.73;294.88;0.14;3.66;82.01;1132.21;0.36;1.63
2212;41.11;168.48;0.13;3.63;62.49;3557.05;0.48;1.27
2213;49.12;295.99;0.1;3.85;56.6;1973.87;0.35;1.7
2214;44.25;184.18;0.1;4.1;103.5;1277.89;0.5;1.0
2215;47.29;221.18;0.14;3.61;61.98;3677.22;0.47;1.28
2216;49.93;442.66;0.17;3.5;81.97;1050.99;0.29;2.55
2217;59.85;569.42;0.04;5.22;50.34;4295.32;0.27;3.3
2218;48.27;174.69;0.07;4.42;44.84;1814.52;0.31;2.3
2219;59.49;487.42;0.13;3.75;38.53;2232.72;0.28;3.18
2220;46.32;266.29;0.13;3.62;55.76;2745.05;0.35;2.0
2221;50.05;244.76;0.06;4.48;82.37;1204.15;0.29;2.91
2222;56.92;416.6;0.04;5.0;50.0;5203.36;0.5;1.0
2223;44.25;184.18;0.1;4.1;103.5;1277.89;0.5;1.0
2224;57.16;265.98;0.05;4.6;97.0;852.62;0.37;1.8
2225;59.15;775.54;0.12;3.78;63.5;5091.02;0.5;1.0
2226;47.07;241.34;0.07;4.12;57.01;2843.38;0.31;2.05
2227;54.28;417.38;0.08;3.95;63.5;6533.88;0.5;1.0
2228;52.68;285.7;0.07;4.11;36.35;2771.59;0.4;1.61
2229;47.16;211.39;0.08;3.91;50.86;2495.2;0.29;2.47
2230;45.34;200.87;0.07;4.17;98.32;141.11;0.83;0.84
2231;49.86;206.76;0.06;4.21;61.11;4011.87;0.45;1.33
2232;47.18;217.87;0.09;3.86;51.99;2437.18;0.36;1.66
2233;46.28;331.19;0.08;3.87;63.5;5263.9;0.5;1.0
2234;54.48;362.97;0.08;4.16;94.85;417.52;0.75;0.88
2235;67.04;49.44;0.08;4.06;95.5;527.1;0.5;1.0
2236;57.2;296.15;0.06;4.57;49.36;2978.54;0.43;1.43
2237;47.79;234.78;0.06;4.88;63.16;3768.67;0.47;1.28
2238;50.38;271.51;0.1;4.19;79.35;736.22;0.17;3.13
2239;64.4;65.47;0.09;3.9;48.62;2113.1;0.41;1.52
2240;51.38;216.83;0.11;3.69;82.0;784.19;0.5;1.0
2241;60.86;387.49;0.05;5.13;51.12;2723.11;0.38;1.78
2242;53.71;419.42;0.11;4.27;79.34;1022.79;0.38;2.41
2243;58.21;392.16;0.08;4.23;75.57;1204.79;0.35;2.34
2244;55.89;154.29;0.08;3.79;97.27;82.06;0.71;1.1
2245;56.07;281.45;0.06;4.57;99.02;1005.32;0.46;1.2
2246;48.83;347.99;0.18;3.22;50.14;3833.06;0.49;1.04
2247;50.38;499.19;0.06;4.52;48.57;3694.54;0.33;2.59
2248;50.05;143.79;0.06;4.41;50.0;2010.6;0.5;1.0
2249;57.16;378.84;0.11;3.66;50.01;3633.5;0.5;1.0
2250;51.92;208.05;0.07;4.73;64.0;0.21;1.0;0.0
2251;46.14;272.95;0.07;4.38;49.63;3089.94;0.29;2.65
2252;75.27;178.9;0.03;5.19;60.96;2527.06;0.41;1.49
2253;50.87;178.38;0.08;4.16;98.53;75.01;0.93;0.38
2254;57.97;255.3;0.18;3.02;48.83;1063.38;0.44;1.41
2255;64.14;236.37;0.07;4.81;89.62;662.03;0.5;1.52
2256;52.57;311.82;0.06;4.8;49.76;2897.48;0.41;1.56
2257;58.04;335.11;0.22;2.62;52.63;1598.13;0.4;1.42
2258;44.57;204.03;0.16;3.44;36.75;2028.18;0.27;3.22
2259;52.9;229.81;0.05;4.78;55.06;2578.05;0.35;1.73
2260;64.82;178.27;0.1;4.07;49.43;2164.99;0.48;1.11
2261;69.76;238.97;0.04;4.78;66.19;251.94;0.54;1.57
2262;54.64;306.59;0.05;4.75;35.43;2033.66;0.35;1.73
2263;77.54;154.77;0.04;4.93;49.84;1775.61;0.49;1.06
2264;59.63;263.5;0.07;4.37;55.74;1204.0;0.26;2.18
2265;63.72;218.59;0.07;4.64;49.9;1197.92;0.5;1.02
2266;56.21;258.05;0.06;4.67;87.75;1107.27;0.33;2.06
2267;53.48;441.51;0.04;5.19;76.22;1291.5;0.41;2.02
2268;47.74;158.4;0.06;4.31;62.86;1870.01;0.37;1.61
2269;59.87;159.53;0.1;3.89;53.04;988.13;0.32;2.48
2270;48.1;225.15;0.1;3.99;55.0;2365.0;0.5;1.0
2271;52.39;316.88;0.06;4.4;95.5;1741.07;0.5;1.0
2272;44.4;129.09;0.07;4.5;50.0;2173.71;0.5;1.0
2273;58.57;212.14;0.06;4.71;68.93;185.84;0.26;3.64
2274;59.83;137.06;0.03;5.24;43.81;1510.88;0.26;3.37
2275;61.53;49.92;0.06;4.29;50.0;640.31;0.5;1.0
2276;56.53;468.68;0.06;4.64;85.82;2932.35;0.39;1.44
2277;51.43;224.3;0.06;4.3;43.67;1883.35;0.32;2.09
2278;56.43;187.61;0.14;3.79;50.07;1750.79;0.5;1.04
2279;53.58;552.16;0.12;3.86;49.83;3675.63;0.49;1.06
2280;66.85;99.02;0.05;4.64;63.79;66.81;0.33;3.16
2281;63.92;57.04;0.04;4.85;61.18;415.53;0.38;1.5
2282;62.69;68.34;0.04;4.83;28.18;591.16;0.26;3.92
2283;61.2;86.59;0.03;5.45;30.8;812.28;0.24;3.86
2284;68.9;100.24;0.04;4.96;31.04;1144.22;0.26;3.27
2285;72.91;93.71;0.03;5.52;28.26;687.72;0.29;2.84
2286;58.28;79.83;0.04;4.9;50.65;328.35;0.26;3.89
2287;72.61;102.04;0.07;4.26;46.05;2142.48;0.32;2.0
2288;61.56;164.86;0.04;5.13;54.54;258.7;0.02;5.84
2289;65.23;360.39;0.02;5.72;37.39;4279.35;0.27;3.47
2290;59.89;83.64;0.05;4.65;43.94;917.2;0.26;3.69
2291;62.93;182.55;0.03;5.26;36.05;1811.89;0.27;3.13
2292;62.12;222.94;0.02;5.72;47.91;2485.97;0.25;4.06
2293;68.15;61.74;0.06;4.42;45.72;1384.11;0.3;2.26
2294;60.82;250.88;0.03;5.3;64.45;117.73;0.26;4.13
2295;65.86;95.56;0.04;4.88;44.03;1021.32;0.29;2.55
2296;64.04;179.56;0.05;4.67;92.0;1283.73;0.5;1.0
2297;65.97;489.89;0.04;4.98;78.65;2675.06;0.38;1.7
2298;61.24;229.72;0.06;4.68;60.17;5102.31;0.36;1.96
2299;56.49;157.9;0.04;5.02;37.22;1252.37;0.26;3.79
2300;64.64;269.11;0.05;4.82;71.98;301.58;0.26;4.02
2301;68.55;277.08;0.05;4.62;75.01;481.35;0.28;3.09
2302;74.28;75.64;0.08;3.91;39.84;1318.55;0.32;1.96
2303;56.99;80.98;0.05;4.78;50.39;401.18;0.26;3.97
2304;68.15;191.29;0.05;4.82;48.5;2919.76;0.36;2.27
2305;65.28;97.44;0.06;4.5;33.5;778.24;0.25;4.11
2306;64.25;137.54;0.04;4.82;63.5;3916.37;0.5;1.0
2307;60.87;186.04;0.03;5.54;60.78;182.44;0.26;4.18
2308;59.13;102.29;0.04;4.9;49.65;2343.41;0.48;1.16
2309;67.89;48.25;0.05;4.81;69.09;142.21;0.28;3.17
2310;67.53;99.28;0.05;4.69;48.83;1466.65;0.32;2.07
2311;55.42;123.82;0.05;4.51;100.0;0.24;1.0;0.0
2312;66.26;97.7;0.04;5.02;24.49;553.91;0.26;3.67
2313;66.11;86.33;0.05;4.62;38.86;995.37;0.25;4.13
2314;63.18;95.43;0.04;5.18;40.84;1115.56;0.26;4.18
2315;67.66;307.83;0.04;5.02;92.72;2788.3;0.3;2.73
2316;65.78;52.42;0.05;4.66;38.9;762.78;0.4;1.55
2317;61.54;164.44;0.04;5.13;52.47;239.21;0.02;5.87
2318;58.56;98.82;0.04;5.11;28.6;865.37;0.24;3.97
2319;64.05;127.64;0.05;4.66;54.05;236.88;0.26;3.96
2320;61.97;82.64;0.05;4.74;76.57;292.79;0.03;6.14
2321;60.05;109.33;0.03;5.41;43.98;1504.87;0.29;2.47
2322;58.58;77.39;0.05;4.88;16.57;431.72;0.31;2.47
2323;57.49;124.99;0.06;4.47;48.12;2066.16;0.42;1.37
2324;64.82;121.89;0.04;5.16;63.76;74.46;0.26;4.16
2325;64.4;202.47;0.05;4.66;72.04;128.76;0.03;5.37
2326;65.15;79.7;0.04;5.09;35.33;892.44;0.27;3.22
2327;63.69;113.27;0.07;4.36;59.38;2082.62;0.33;1.92
2328;60.41;184.61;0.05;4.85;49.62;2853.48;0.38;1.55
2329;62.5;140.64;0.02;5.58;32.52;1615.97;0.25;3.98
2330;63.78;54.52;0.09;4.07;65.48;44.65;0.3;3.33
2331;61.57;68.84;0.05;4.67;57.71;143.77;0.26;4.05
2332;66.4;116.88;0.04;4.77;62.59;83.13;0.29;3.35
2333;61.58;212.64;0.02;5.65;35.96;2011.4;0.25;4.0
2334;64.23;133.89;0.04;4.87;43.96;1975.04;0.27;3.15
2335;62.67;163.23;0.02;5.79;33.97;1668.69;0.25;3.91
2336;50.64;197.08;0.08;4.28;50.0;3828.51;0.5;1.0
2337;55.2;467.89;0.09;4.04;40.01;2969.31;0.5;1.01
2338;54.64;151.52;0.07;4.33;50.0;1800.69;0.5;1.0
2339;64.47;660.05;0.09;3.92;63.5;4739.95;0.5;1.0
2340;50.85;299.59;0.07;4.3;43.15;2911.22;0.3;2.63
2341;51.26;343.9;0.07;4.48;42.6;2412.24;0.26;3.64
2342;50.78;322.32;0.08;4.12;40.85;2299.35;0.36;2.12
2343;48.98;369.65;0.07;4.2;36.33;2789.58;0.33;1.98
2344;50.56;141.94;0.08;3.96;50.0;2314.09;0.5;1.0
2345;51.96;312.07;0.07;4.25;40.22;2228.93;0.4;1.87
2346;52.99;407.72;0.09;4.39;38.29;2066.67;0.26;3.63
2347;61.64;415.06;0.05;4.52;37.4;3353.38;0.39;1.57
2348;51.5;358.45;0.07;4.15;52.7;3293.57;0.33;2.02
2349;61.73;401.93;0.11;4.01;63.5;5696.87;0.5;1.0
2350;53.11;541.94;0.13;3.71;29.74;1687.49;0.28;3.04
2351;58.87;465.77;0.05;4.58;65.76;388.51;0.05;4.88
2352;49.42;476.74;0.09;3.91;38.42;2626.02;0.32;2.25
2353;49.23;366.26;0.08;4.22;44.39;2310.1;0.38;1.47
2354;61.21;412.69;0.11;3.92;40.05;3577.71;0.5;1.04
2355;54.54;283.25;0.11;3.52;50.0;2232.71;0.5;1.0
2356;54.71;537.12;0.15;3.81;43.49;2291.48;0.28;2.96
2357;53.4;354.1;0.08;4.21;41.93;2984.57;0.26;3.85
2358;55.71;391.97;0.06;4.35;41.36;3109.74;0.42;1.39
2359;53.45;489.84;0.08;4.14;40.7;3017.49;0.39;1.61
2360;52.2;465.33;0.09;4.07;39.1;3613.76;0.42;1.44
2361;51.19;388.69;0.1;4.16;36.67;2951.31;0.38;1.66
2362;57.05;415.98;0.05;4.64;53.11;3197.39;0.29;2.47
2363;57.51;357.38;0.08;4.43;34.18;1904.19;0.33;1.9
2364;56.24;509.89;0.08;4.33;74.93;349.75;0.06;4.6
2365;56.78;699.32;0.11;3.66;68.16;761.25;0.04;5.2
2366;51.49;258.41;0.07;4.39;38.73;1938.8;0.4;1.58
2367;57.5;358.64;0.08;4.43;34.18;1905.91;0.33;1.9
2368;51.52;545.12;0.13;3.52;37.75;2232.28;0.27;3.13
2369;52.22;265.45;0.06;4.51;47.87;2456.6;0.27;3.01
2370;48.63;191.57;0.05;4.66;50.0;3405.14;0.5;1.0
2371;54.09;245.2;0.07;4.51;43.95;1771.26;0.28;2.79
2372;50.71;319.55;0.06;4.52;63.5;3773.23;0.5;1.0
2373;56.43;324.52;0.07;4.28;36.7;2276.32;0.36;1.89
2374;53.01;452.29;0.05;4.91;30.36;1858.11;0.25;3.99
2375;58.12;599.02;0.11;4.11;33.04;2095.82;0.38;1.54
2376;50.1;384.6;0.1;3.76;51.17;3274.01;0.33;2.36
2377;54.65;369.6;0.07;4.31;39.32;2915.33;0.41;1.63
2378;57.05;415.98;0.05;4.64;57.09;3672.84;0.32;2.3
2379;48.61;260.05;0.08;4.09;39.48;2834.18;0.47;1.19
2380;53.45;489.84;0.08;4.14;40.7;3017.49;0.39;1.61
2381;60.41;70.34;0.06;4.38;92.59;439.76;0.28;2.32
2382;58.78;67.1;0.04;4.78;101.21;44.06;0.04;4.95
2383;51.48;150.45;0.07;4.67;43.31;1049.67;0.26;3.64
2384;59.97;179.96;0.06;4.56;50.0;2225.42;0.5;1.0
2385;56.79;399.68;0.07;4.52;90.76;669.38;0.38;1.66
2386;63.79;58.91;0.06;4.37;31.42;387.63;0.26;3.64
2387;48.09;194.03;0.06;4.54;55.18;2205.14;0.34;1.76
2388;64.57;92.3;0.03;5.34;97.43;108.07;0.12;4.19
2389;60.9;52.6;0.05;4.74;47.5;995.24;0.5;1.0
2390;60.55;97.3;0.07;4.16;50.0;943.4;0.5;1.0
2391;60.18;470.69;0.07;4.82;52.74;2989.0;0.31;2.73
2392;58.2;344.0;0.1;4.11;37.6;1197.41;0.26;3.48
2393;63.03;144.09;0.03;5.52;55.24;2450.86;0.34;2.39
2394;54.85;324.93;0.08;4.63;33.21;1311.8;0.29;2.55
2395;47.18;109.77;0.08;4.09;85.21;633.41;0.34;1.89
2396;54.12;401.74;0.05;4.7;46.4;3431.94;0.37;1.87
2397;59.54;105.51;0.11;3.81;51.26;1319.33;0.28;3.39
2398;56.29;96.3;0.05;4.66;48.73;855.11;0.26;3.54
2399;57.61;96.03;0.04;5.18;43.05;942.83;0.26;3.76
2400;53.38;195.75;0.07;4.11;40.03;1789.35;0.5;1.01
2401;60.41;182.28;0.04;5.13;58.5;3854.88;0.39;1.64
2402;56.21;250.87;0.12;3.51;35.48;748.54;0.27;3.27
2403;48.49;385.27;0.11;3.74;51.93;2255.51;0.17;3.48
2404;65.82;248.3;0.07;4.26;56.28;2738.43;0.26;3.41
2405;53.43;140.68;0.05;4.71;59.94;2079.94;0.41;1.59
2406;54.56;479.04;0.12;3.85;42.63;2068.27;0.25;4.08
2407;51.01;367.74;0.07;4.3;48.81;3875.52;0.46;1.25
2408;68.03;66.46;0.04;4.92;77.0;391.3;0.5;1.0
2409;52.77;77.69;0.11;3.66;52.9;531.55;0.27;2.88
2410;59.19;285.59;0.06;4.74;51.15;2237.65;0.26;3.52
2411;52.33;186.22;0.15;3.55;45.44;1890.93;0.38;1.5
2412;58.99;230.67;0.04;5.11;46.52;1379.79;0.28;3.68
2413;54.75;185.15;0.06;4.66;80.07;417.33;0.29;2.69
2414;51.58;337.77;0.06;4.41;55.17;3561.86;0.3;2.49
2415;52.01;148.51;0.08;4.28;86.68;697.17;0.28;2.81
2416;62.69;95.49;0.13;4.03;38.29;760.76;0.28;2.51
2417;52.16;287.32;0.09;4.27;35.05;1446.86;0.29;2.52
2418;57.26;124.75;0.05;4.74;45.65;627.82;0.26;3.6
2419;54.26;181.33;0.05;4.96;80.51;800.37;0.26;3.92
2420;50.89;184.14;0.06;4.71;52.32;1646.45;0.32;2.18
2421;58.51;177.67;0.08;3.93;44.48;1214.0;0.26;3.66
2422;55.65;294.88;0.06;4.65;51.95;2694.85;0.28;2.7
2423;57.19;142.57;0.06;4.5;46.47;1384.59;0.43;1.39
2424;50.71;137.33;0.09;4.13;78.69;366.85;0.27;2.55
2425;40.64;79.48;0.13;3.56;63.5;1579.86;0.5;1.0
2426;62.92;122.51;0.03;5.51;57.5;1469.84;0.33;1.96
2427;58.05;275.24;0.07;4.56;63.5;3441.26;0.5;1.0
2428;62.73;94.07;0.05;4.7;44.0;1165.79;0.5;1.0
2429;73.96;204.38;0.05;4.88;87.46;614.27;0.1;4.12
2430;53.06;224.79;0.06;4.98;44.93;2024.31;0.46;1.37
2431;66.61;86.54;0.22;3.47;83.0;522.83;0.32;2.32
2432;59.88;71.95;0.05;4.85;47.5;1189.4;0.5;1.0
2433;54.67;94.95;0.09;4.01;58.64;1422.1;0.47;1.17
2434;59.89;138.27;0.05;4.69;49.3;923.24;0.27;3.23
2435;51.08;196.33;0.06;4.66;32.08;1109.38;0.31;2.13
2436;56.36;131.73;0.07;4.38;34.65;1089.31;0.29;2.45
2437;56.54;253.49;0.05;4.71;35.0;1457.53;0.28;2.85
2438;55.23;243.64;0.03;5.31;71.55;526.3;0.27;3.41
2439;57.74;129.52;0.09;3.8;47.24;1372.37;0.26;3.28
2440;66.36;85.09;0.04;5.13;51.59;1912.85;0.36;1.76
2441;54.14;349.54;0.05;4.87;48.99;3558.54;0.26;3.19
2442;56.91;387.75;0.08;4.28;51.65;745.96;0.09;4.58
2443;51.4;164.79;0.1;3.95;47.19;1138.53;0.3;2.93
2444;56.62;93.89;0.04;4.93;46.86;1552.24;0.33;2.13
2445;50.14;187.46;0.08;4.36;36.37;1305.06;0.31;2.36
2446;57.75;213.89;0.04;4.96;31.72;1443.58;0.29;2.44
2447;56.88;234.71;0.05;4.86;42.06;1617.87;0.25;4.12
2448;58.25;198.22;0.04;4.92;43.02;1768.16;0.26;3.73
2449;57.1;170.53;0.05;4.92;49.1;1836.43;0.26;3.81
2450;52.43;211.83;0.06;4.58;86.07;160.68;0.02;5.72
2451;52.86;346.61;0.08;4.26;30.51;1504.1;0.28;2.84
2452;63.67;291.66;0.04;5.24;36.51;1855.68;0.26;3.74
2453;54.27;222.03;0.05;4.89;43.03;2072.12;0.26;3.93
2454;54.55;338.19;0.07;4.44;49.68;2711.35;0.27;3.34
2455;58.43;232.35;0.05;4.83;31.52;1340.97;0.28;3.06
2456;55.73;168.67;0.04;5.0;39.22;1576.7;0.25;3.98
2457;58.92;232.98;0.05;4.81;35.93;1529.58;0.26;3.5
2458;57.19;183.82;0.04;5.01;67.22;155.51;0.26;3.99
2459;53.95;195.96;0.06;4.49;42.84;1902.19;0.26;3.86
2460;50.1;255.72;0.09;4.05;88.27;1028.5;0.27;3.25
2461;57.81;230.29;0.06;4.38;49.27;1089.73;0.16;4.05
2462;57.81;230.29;0.06;4.38;49.27;1089.73;0.16;4.05
2463;55.81;253.73;0.07;4.5;43.19;2132.68;0.26;3.85
2464;56.34;271.45;0.07;4.38;82.53;354.41;0.16;3.63
2465;55.31;186.33;0.04;5.03;38.06;1451.72;0.26;3.46
2466;56.93;207.98;0.05;4.87;31.72;1443.58;0.29;2.44
2467;53.35;644.19;0.1;3.99;49.99;3699.96;0.27;3.52
2468;57.67;436.28;0.04;5.21;39.86;2247.5;0.25;4.17
2469;53.07;202.14;0.05;4.71;76.17;461.39;0.26;3.9
2470;57.87;377.93;0.05;4.7;31.03;1931.31;0.26;3.55
2471;53.25;416.41;0.12;3.82;50.79;2874.5;0.29;2.7
2472;56.12;350.17;0.06;4.71;41.2;2890.6;0.29;2.68
2473;58.5;293.74;0.05;5.04;67.4;275.49;0.26;4.16
2474;50.78;345.41;0.08;4.38;49.08;3003.78;0.26;3.46
2475;51.34;390.14;0.07;4.34;33.3;2210.27;0.27;3.47
2476;53.26;478.09;0.1;4.03;74.84;637.09;0.26;3.72
2477;55.53;660.72;0.1;3.95;91.47;1166.32;0.1;4.66
2478;55.63;383.14;0.07;4.92;27.03;1411.27;0.26;3.71
2479;58.84;262.48;0.04;5.34;57.18;3269.0;0.27;3.18
2480;53.54;255.39;0.05;4.65;58.67;2769.64;0.32;2.62
2481;54.26;181.33;0.05;4.96;48.51;2294.35;0.26;3.96
2482;59.08;234.97;0.04;5.2;73.21;406.29;0.06;5.04
2483;56.85;378.39;0.08;4.24;126.51;51.53;0.93;0.35
2484;58.75;91.32;0.05;4.75;42.03;1029.71;0.26;3.83
2485;58.42;249.49;0.04;5.18;47.0;3034.18;0.26;3.62
2486;56.5;158.86;0.04;5.09;38.62;1367.1;0.26;4.15
2487;49.09;217.03;0.09;4.33;63.5;4292.67;0.5;1.0
2488;51.45;305.51;0.07;4.58;43.9;2113.16;0.27;3.24
2489;61.68;331.03;0.06;4.64;49.56;3408.55;0.38;1.63
2490;57.41;230.05;0.07;4.3;48.17;2689.88;0.33;2.04
2491;61.36;320.38;0.05;4.96;28.35;1374.77;0.26;3.74
2492;55.06;226.15;0.06;4.74;33.29;1818.21;0.26;3.99
2493;54.23;188.74;0.07;4.41;25.73;1224.7;0.26;3.82
2494;50.84;203.89;0.07;4.29;41.12;1611.52;0.25;4.17
2495;58.33;326.37;0.08;4.32;48.25;2855.45;0.34;2.13
2496;58.94;165.44;0.04;4.98;37.23;1533.51;0.26;3.88
2497;53.63;155.94;0.05;4.68;47.97;2051.28;0.26;3.69
2498;55.87;252.46;0.06;4.57;41.48;2152.71;0.3;2.42
2499;56.37;185.08;0.05;5.09;76.53;527.31;0.28;3.04
2500;57.52;329.78;0.08;4.23;39.41;2498.02;0.26;3.29
2501;56.2;162.42;0.05;4.88;36.38;1347.44;0.26;4.06
2502;56.48;268.04;0.05;4.87;48.38;2862.17;0.33;2.27
2503;53.8;239.97;0.05;4.85;42.67;2223.18;0.27;3.71
2504;55.19;232.34;0.06;4.53;41.77;2218.32;0.26;3.7
2505;54.79;315.27;0.08;4.29;48.73;3530.81;0.36;1.97
2506;57.16;368.41;0.11;4.29;32.97;1220.78;0.26;3.68
2507;53.21;247.5;0.06;4.47;72.84;513.53;0.3;3.51
2508;58.17;261.48;0.04;5.06;88.6;396.85;0.02;6.11
2509;54.05;142.13;0.07;4.38;43.92;1579.49;0.3;2.37
2510;55.76;311.76;0.06;4.64;42.48;2624.22;0.26;3.64
2511;53.93;214.24;0.05;4.88;59.14;2275.27;0.32;2.42
2512;55.15;293.59;0.06;4.57;35.9;2098.53;0.27;3.42
2513;57.85;184.3;0.05;4.72;47.35;2093.66;0.26;3.62
2514;53.78;354.24;0.08;4.3;81.05;982.1;0.29;2.72
2515;60.85;309.7;0.06;4.45;46.99;2407.58;0.27;2.81
2516;56.53;291.36;0.06;4.56;46.9;2503.11;0.26;3.92
2517;57.81;484.11;0.07;4.29;48.18;3238.94;0.33;2.25
2518;57.99;294.72;0.05;4.71;44.47;2226.96;0.26;4.02
2519;56.08;167.07;0.05;4.71;53.33;2267.12;0.33;2.08
2520;55.76;311.76;0.06;4.64;42.48;2624.22;0.26;3.64
2521;56.91;151.78;0.07;4.82;73.66;596.94;0.29;2.93
2522;53.03;204.44;0.06;4.59;63.5;3343.2;0.5;1.0
2523;53.58;178.64;0.04;5.08;77.22;610.33;0.29;3.37
2524;56.39;282.63;0.05;4.73;76.47;646.03;0.26;3.99
2525;57.16;368.41;0.11;4.29;32.97;1220.78;0.26;3.68
2526;59.45;285.92;0.06;4.56;98.62;377.29;0.04;5.32
2527;51.24;214.11;0.06;4.38;55.51;2488.1;0.27;2.85
2528;58.52;279.67;0.06;4.69;42.67;2029.77;0.26;3.68
2529;57.75;223.48;0.04;4.82;31.57;1300.04;0.26;3.97
2530;54.55;333.92;0.05;4.77;50.64;4006.86;0.31;3.07
2531;56.6;257.41;0.08;4.43;69.06;368.63;0.28;3.22
2532;54.79;315.27;0.08;4.29;48.73;3530.81;0.36;1.97
2533;59.01;209.63;0.04;4.95;42.3;3200.97;0.26;3.62
2534;55.16;318.92;0.06;4.67;53.66;3074.1;0.29;2.81
2535;54.32;206.91;0.04;4.76;35.14;1728.78;0.25;4.12
2536;60.29;220.66;0.04;5.11;40.45;2578.92;0.26;3.68
2537;62.71;701.38;0.05;4.83;51.26;2815.56;0.28;3.06
2538;53.22;280.34;0.08;4.52;78.3;595.39;0.27;3.36
2539;58.49;400.52;0.05;4.68;98.96;617.78;0.04;5.3
2540;55.49;198.75;0.05;4.72;44.47;2030.05;0.29;2.89
2541;53.24;281.47;0.08;4.16;54.93;2073.8;0.29;3.08
2542;51.33;244.6;0.07;4.96;82.16;950.58;0.28;2.62
2543;56.08;127.25;0.1;3.65;45.01;1497.98;0.26;3.46
2544;54.41;177.61;0.04;5.14;38.67;1556.1;0.26;3.83
2545;58.76;216.29;0.06;4.42;29.48;1492.2;0.26;4.02
2546;59.43;378.61;0.06;4.49;20.86;1502.87;0.33;3.15
