DY
6216
12
c;cs;d;ds;e;f;fs;g;gs;a;as;b
4961;1664;331;818;383;193;65;306;267;231;147;73;274
4962;51;483;119;200;180;73;178;37;126;4;129;211
4963;35;3;6;1;6;0;2;3;0;2;0;9
4964;284;385;19;279;449;10;106;104;82;51;13;154
4965;266;297;187;258;619;85;186;89;174;202;578;78
4966;264;275;253;399;81;108;54;4;307;33;169;12
4967;1132;37;278;125;410;96;162;200;223;134;108;153
4968;513;135;267;44;357;69;283;144;30;220;87;173
4969;678;800;374;1056;127;543;412;80;214;71;1698;504
4970;664;913;520;1258;336;260;248;182;837;44;472;241
4971;588;1018;846;163;164;139;106;139;601;165;41;150
4972;184;0;76;5;151;2;39;57;0;69;12;48
4973;186;31;145;46;38;54;17;34;80;31;74;5
4974;179;208;101;3;118;159;0;20;423;54;24;12
4975;679;543;287;238;34;529;119;14;147;140;358;3
4976;133;5;88;3;22;48;0;80;5;35;5;10
4977;9;71;7;58;23;3;22;9;23;4;16;31
4978;685;90;510;587;35;212;79;302;16;215;453;67
4979;350;190;388;214;175;144;15;774;42;224;513;62
4980;499;30;270;219;50;39;0;270;174;0;429;288
4981;85;75;35;8;220;60;1;21;83;69;0;21
4982;1276;185;995;128;61;1537;595;424;7;564;1209;429
4983;2564;499;831;69;288;436;444;693;116;89;140;451
4984;1915;151;1901;55;1357;580;613;691;262;1851;80;838
4985;573;87;1666;232;247;96;503;786;7;346;29;433
4986;731;719;465;440;559;1024;3;47;1020;292;667;21
4987;748;181;673;277;310;436;78;1082;18;114;314;454
4988;967;297;1620;418;606;212;617;522;48;1009;141;92
4989;2765;164;670;273;282;899;463;660;20;418;849;357
4990;1008;220;490;183;1477;82;608;51;225;627;294;1206
4991;2779;109;1350;53;2278;557;629;766;29;1919;59;497
4992;145;48;114;97;100;187;5;92;10;21;181;77
4993;813;24;187;57;50;109;0;8;142;38;92;10
4994;512;338;965;109;98;71;326;140;475;226;7;435
4995;328;50;525;67;340;3;14;267;2;76;103;124
4996;404;91;318;195;125;231;10;158;157;55;211;279
4997;139;139;776;70;116;67;21;348;67;188;26;547
4998;489;130;1041;138;1359;58;139;529;126;440;13;1020
4999;401;50;836;80;66;9;22;282;0;173;51;974
5000;73;73;553;213;286;2;37;153;41;64;9;310
5001;32;505;19;277;299;64;354;21;383;67;100;436
5002;122;945;450;87;643;25;214;158;246;153;66;506
5003;170;118;722;34;146;13;69;151;17;105;3;372
5004;289;28;437;4;324;74;3;538;37;34;21;122
5005;301;3;307;0;102;53;8;216;0;45;8;52
5006;291;57;57;11;225;26;69;0;13;108;0;78
5007;649;0;273;25;23;60;49;86;30;36;16;0
5008;501;55;183;222;821;293;143;2;183;202;0;92
5009;274;24;125;58;198;116;42;63;25;96;46;29
5010;623;24;20;48;548;168;2;82;0;38;42;4
5011;699;0;196;0;173;17;62;43;2;34;2;105
5012;735;66;675;43;219;350;55;616;58;310;69;442
5013;408;176;287;143;606;1;1080;26;130;227;44;174
5014;24;66;311;0;437;0;119;28;21;449;0;53
5015;917;18;1074;37;818;56;746;1213;10;565;59;954
5016;501;388;769;203;1127;17;1202;8;574;888;125;772
5017;713;7;179;19;35;334;0;123;8;443;455;0
5018;564;93;224;22;42;109;50;345;28;445;817;284
5019;1233;86;863;0;600;145;204;305;32;160;13;329
5020;185;5;196;35;55;127;0;225;0;5;9;14
5021;67;0;39;0;38;20;16;123;0;56;2;2
5022;243;63;0;45;0;46;0;266;165;0;191;0
5023;54;0;167;9;58;18;24;246;0;58;14;201
5024;257;0;373;0;63;20;26;139;0;76;9;0
5025;277;0;110;0;60;265;0;360;0;57;0;35
5026;290;3;356;0;42;63;3;317;0;5;33;27
5027;176;8;26;0;277;0;0;172;0;177;0;2
5028;252;26;17;1;3;34;0;6;6;3;12;3
5029;1588;343;1169;218;697;61;361;1043;57;824;2;435
5030;260;414;951;298;0;500;345;0;229;11;376;13
5031;616;829;742;361;664;449;240;517;492;548;979;253
5032;158;475;381;437;412;76;922;3;914;143;943;484
5033;778;419;859;176;80;608;415;28;0;815;23;134
5034;648;168;1570;82;602;25;516;82;10;1899;22;77
5035;169;24;240;46;68;78;245;120;28;149;0;288
5036;184;0;673;1;14;20;572;56;0;36;0;35
5037;440;558;244;10;501;0;305;12;325;107;0;388
5038;13;129;1320;341;147;0;188;0;142;57;2;875
5039;360;552;296;125;1402;28;1183;22;398;545;308;821
5040;949;251;873;298;257;517;1139;602;2;530;48;739
5041;1051;71;671;247;85;379;465;761;69;103;188;165
5042;740;81;389;99;165;489;312;328;54;401;388;116
5043;556;778;2303;172;1718;125;1101;436;142;2637;118;799
5044;450;931;338;340;1373;126;1559;48;654;833;272;1159
5045;378;61;473;46;142;287;133;274;54;413;144;138
5046;2313;121;1383;74;1082;392;1054;1015;394;497;238;300
5047;995;315;485;321;179;660;481;310;256;413;619;494
5048;359;44;271;104;36;39;90;193;14;52;26;3
5049;870;25;1035;111;82;132;267;242;179;455;17;27
5050;23;313;390;217;136;57;394;80;235;115;22;377
5051;102;281;277;202;326;92;20;54;642;284;29;50
5052;1188;5;417;733;165;41;209;44;3;61;54;7
5053;898;154;1223;88;1605;20;94;687;42;379;10;873
5054;1346;205;501;647;562;362;784;246;258;260;275;604
5055;160;195;88;16;31;23;32;45;4;17;14;54
5056;714;347;1170;0;945;74;412;727;0;1323;0;995
5057;750;186;3893;77;234;709;955;235;21;383;120;289
5058;1287;161;614;313;141;1739;1445;1260;169;205;422;130
5059;781;20;994;198;393;8;619;707;10;299;388;265
5060;865;791;132;1454;471;698;741;124;527;18;363;334
5061;280;4;3949;1;27;26;14;63;1;34;12;81
5062;2545;221;959;246;406;601;199;967;405;204;506;65
5063;677;18;59;11;44;176;5;83;20;95;7;0
5064;861;85;290;511;376;282;1;584;808;288;78;69
5065;571;1130;1011;255;1014;245;333;507;183;310;134;931
5066;647;3;2200;38;706;645;34;435;0;762;6;97
5067;330;0;3;0;0;48;0;6;0;0;8;0
5068;5022;1693;3480;2715;2134;1875;2925;1188;1808;1889;2910;1949
5069;1359;1003;572;733;526;1231;356;477;739;304;648;277
5070;264;167;691;124;315;75;306;289;82;367;10;779
5071;307;37;146;92;73;58;0;6;19;30;43;1
5072;317;0;86;0;0;16;34;9;64;39;0;0
5073;260;39;5;230;29;2;61;7;182;7;207;5
5074;331;41;365;190;4;12;45;1;59;38;95;4
5075;248;40;132;124;91;19;1;4;64;18;72;0
5076;350;9;252;141;79;72;4;6;51;13;47;2
5077;182;21;260;217;8;71;5;56;91;8;111;0
5078;141;57;18;49;0;48;0;0;48;0;0;0
5079;404;33;361;7;425;19;309;348;150;219;35;1241
5080;1265;17;1656;34;1296;53;1618;1527;1;424;256;1423
5081;2335;28;1185;33;592;85;561;948;53;97;59;141
5082;616;16;333;47;242;268;191;387;45;198;3;315
5083;64;44;143;366;0;74;58;76;148;0;133;14
5084;945;370;1166;26;1080;14;168;366;15;548;118;346
5085;500;48;1270;34;523;5;922;679;4;438;25;308
5086;187;0;189;0;24;15;3;148;0;30;2;29
5087;271;7;1852;24;116;2;823;698;1;149;151;82
5088;1221;20;2052;1;892;560;9;687;30;805;8;425
5089;646;46;258;42;117;295;1;221;0;108;219;6
5090;913;109;875;6;695;48;823;603;71;459;13;338
5091;461;48;546;4;271;2;365;6;21;199;0;245
5092;612;135;1383;28;693;20;1400;577;46;518;123;644
5093;275;78;858;393;19;606;534;424;0;77;293;452
5094;2756;49;2460;59;376;477;324;1783;27;881;64;282
5095;107;1;736;19;106;6;682;385;0;166;3;196
5096;610;14;991;32;120;167;671;516;0;68;0;166
5097;548;81;695;37;548;10;129;776;49;280;69;395
5098;122;24;49;291;114;28;136;2;0;63;26;3
5099;310;324;548;23;571;3;273;106;71;245;13;475
5100;789;22;437;173;0;367;1076;84;0;64;242;3
5101;1239;218;1216;34;53;76;475;121;5;100;38;765
5102;1330;167;2763;96;256;286;455;314;72;421;191;109
5103;971;53;67;80;55;208;31;42;92;2;628;12
5104;488;14;856;18;380;1;1295;68;6;176;63;1078
5105;692;137;1747;80;715;118;1223;548;29;563;177;1612
5106;87;1060;505;665;127;277;2432;169;355;31;1081;1553
5107;249;220;66;395;0;101;316;137;368;2;137;15
5108;625;8;266;0;271;244;25;311;13;341;0;113
5109;1146;5;652;0;212;24;350;857;0;125;1;270
5110;276;5;327;206;23;109;76;56;0;10;121;4
5111;166;22;458;18;66;59;39;622;4;267;155;132
5112;229;681;111;185;0;297;179;33;341;0;727;2
5113;468;204;406;158;395;32;492;59;92;458;27;216
5114;1084;1;614;122;366;29;242;500;28;156;0;421
5115;103;145;1105;270;302;23;614;737;202;546;7;1027
5116;516;1204;284;387;258;298;1021;151;1586;15;365;854
5117;2065;68;364;450;292;758;295;677;271;291;478;263
5118;629;126;1600;10;149;3;60;150;0;134;0;66
5119;3054;125;1648;446;658;983;504;1246;167;842;2099;127
5120;1196;136;1007;90;525;614;235;424;127;601;493;201
5121;1289;740;919;381;937;0;2079;18;127;116;68;420
5122;1081;890;124;1668;445;568;611;567;860;70;324;55
5123;1199;83;432;0;366;342;188;239;37;176;49;94
5124;868;20;229;5;0;195;1796;7;637;0;14;0
5125;791;3419;79;1430;345;726;622;21;1817;37;684;21
5126;1220;45;2105;22;155;604;917;287;5;282;271;150
5127;510;370;1398;157;31;1869;1637;453;0;103;351;395
5128;729;17;336;6;9;92;15;307;539;57;180;82
5129;848;162;916;6;360;407;1206;292;2;455;223;103
5130;131;892;300;272;252;87;800;33;76;209;658;137
5131;2039;1082;5185;61;1265;257;399;304;85;771;7;367
5132;1396;21;1276;132;281;736;248;807;43;1667;35;200
5133;240;402;661;429;1010;231;569;334;1674;394;402;200
5134;238;10;955;555;101;0;208;682;8;111;659;183
5135;345;86;564;223;102;350;278;270;30;237;173;243
5136;1125;17;1376;10;229;313;880;363;43;624;123;230
5137;794;0;427;54;90;320;10;248;0;106;1755;3
5138;90;22;1238;6;44;154;811;603;0;379;9;483
5139;2072;581;2153;45;900;30;58;105;70;436;2;241
5140;670;85;1362;32;438;166;490;418;12;1203;6;30
5141;883;1179;4;452;617;1326;758;369;559;0;599;244
5142;465;691;382;3;457;104;272;0;322;275;0;120
5143;40;105;11;1;127;0;51;0;5;39;8;23
5144;168;17;9;24;4;12;76;11;19;0;9;1
5145;827;780;1233;566;243;701;251;54;766;615;250;5
5146;2201;148;938;73;452;118;939;347;13;448;29;628
5147;1043;118;2188;177;584;255;351;700;131;812;0;1024
5148;2689;185;1109;598;223;893;507;2606;15;398;1317;181
5149;102;254;642;194;771;0;222;17;38;176;12;485
5150;281;217;165;52;8;127;0;145;43;55;14;2
5151;55;198;214;4;127;0;29;4;0;220;0;3
5152;1091;292;2056;3020;4;1333;1126;618;1378;4;3544;291
5153;464;325;329;167;113;60;1146;44;136;112;1014;196
5154;486;245;673;173;329;239;711;266;149;465;346;269
5155;441;117;334;346;274;417;132;220;510;181;240;383
5156;118;341;28;492;771;133;330;42;519;257;176;530
5157;560;161;273;83;247;102;90;110;11;55;20;143
5158;227;491;280;104;180;320;475;82;155;283;75;211
5159;1149;180;681;166;527;357;123;460;49;535;532;153
5160;1814;330;3786;123;1063;616;841;515;6;671;1380;201
5161;530;20;708;65;115;207;270;175;289;387;7;181
5162;301;660;351;43;413;0;1737;7;143;124;0;265
5163;924;89;250;336;657;142;59;158;22;168;110;125
5164;687;1647;878;1836;54;229;5128;2;426;8;1337;1071
5165;650;20;820;1087;528;104;1034;590;152;330;679;1167
5166;341;201;426;536;51;19;19;652;236;51;7;67
5167;321;27;2237;292;1242;5;3179;336;4;579;119;1015
5168;119;4;571;955;883;3;2701;94;0;182;2;229
5169;276;821;130;1014;493;210;1244;30;619;10;1032;642
5170;292;1264;783;578;541;8;1447;24;429;29;6;1059
5171;238;1055;283;411;20;331;2729;0;653;0;719;574
5172;1287;8;434;200;332;61;932;617;19;5;317;2196
5173;133;769;160;750;622;3;3813;0;725;15;435;1442
5174;26;325;1475;0;1744;90;424;79;871;50;0;534
5175;216;295;1374;36;511;0;2078;0;32;615;0;399
5176;294;304;828;292;90;671;895;194;389;1923;1100;274
5177;1192;60;1540;172;1034;715;155;711;137;540;308;191
5178;500;442;760;211;1086;433;2;363;51;467;202;143
5179;385;183;154;0;366;762;82;4;53;1237;4;144
5180;125;66;616;30;1084;2;59;45;4;491;13;373
5181;2158;301;335;137;295;423;26;45;76;748;38;157
5182;790;116;1640;50;183;157;1282;200;28;240;21;248
5183;127;44;421;104;301;65;183;144;2;89;40;302
5184;464;4;111;4;232;8;30;175;0;13;0;0
5185;141;106;620;0;210;42;80;251;0;320;17;148
5186;248;0;113;4;145;0;26;32;0;0;0;37
5187;1831;371;1189;1650;211;688;134;877;307;120;628;224
5188;713;129;1124;29;26;440;803;333;9;75;455;81
5189;269;12;21;0;36;46;0;13;8;12;0;5
5190;1202;1;190;0;898;1;21;15;0;20;0;5
5191;453;127;436;388;226;95;50;227;210;162;71;220
5192;213;2;55;0;29;3;0;131;0;0;0;0
5193;106;9;116;0;66;2;0;70;0;12;0;0
5194;372;34;360;12;13;82;78;25;0;30;11;15
5195;33;10;15;0;19;4;0;11;0;35;0;1
5196;464;4;111;4;232;8;30;175;0;13;0;0
5197;191;37;431;0;450;42;192;89;12;377;13;74
5198;33;10;15;0;19;4;0;11;0;35;0;1
5199;213;2;55;0;29;3;0;131;0;0;0;0
5200;300;531;457;51;102;78;302;685;11;92;115;389
5201;493;11;778;58;92;71;38;612;3;76;10;174
5202;404;11;296;99;176;20;29;279;0;121;132;79
5203;221;82;531;16;64;4;315;235;0;161;6;19
5204;73;0;84;0;54;1;19;60;0;15;0;20
5205;854;142;1858;21;377;64;600;380;120;258;60;945
5206;580;32;613;235;732;105;475;532;42;469;27;636
5207;250;73;279;410;196;33;92;288;46;227;4;170
5208;141;106;620;0;210;42;80;251;0;320;17;148
5209;833;2823;1348;322;3209;222;1701;235;517;663;113;4650
5210;209;32;180;126;40;4;6;120;0;7;1;9
5211;955;346;1595;592;282;800;110;552;9;599;247;1107
5212;790;116;1640;50;183;157;1282;200;28;240;21;248
5213;398;308;905;1157;716;8;319;773;359;973;0;488
5214;221;82;531;16;64;4;315;235;0;161;6;19
5215;27;0;241;0;10;0;0;28;0;0;0;0
5216;696;76;463;329;99;278;55;473;57;107;478;57
5217;280;99;1301;146;265;90;524;173;10;266;76;688
5218;1802;520;636;414;1195;116;631;433;216;818;86;378
5219;580;18;149;22;114;57;6;61;3;34;0;23
5220;166;3;218;0;8;13;1;8;0;2;0;50
5221;1831;371;1189;1650;211;688;134;877;307;120;628;224
5222;88;0;68;0;37;80;0;7;0;89;0;6
5223;1587;455;1169;1320;50;638;151;452;356;715;652;68
5224;365;27;230;17;53;401;0;197;2;295;140;37
5225;365;27;230;17;53;401;0;197;2;295;140;37
5226;90;674;143;345;62;102;303;12;413;22;175;280
5227;1205;8;535;2;123;59;4;384;213;44;218;63
5228;374;12;306;31;7;83;33;28;0;2;168;0
5229;815;2;1546;265;22;0;2155;60;0;16;0;72
5230;618;425;1225;14;664;65;339;718;94;243;116;743
5231;477;59;112;136;1201;102;38;64;0;43;43;22
5232;689;49;519;22;697;188;5;161;195;115;20;76
5233;126;809;98;317;20;874;57;65;102;0;227;396
5234;1361;317;529;386;843;74;85;54;450;360;210;14
5235;38;100;10;710;0;26;6;20;260;0;104;0
5236;21;466;99;113;21;0;6;0;5;0;0;3
5237;1236;191;228;237;625;36;18;46;53;64;59;16
5238;0;264;2;222;8;192;247;0;157;0;164;155
5239;216;24;63;60;65;204;0;126;9;179;80;0
5240;18;247;14;104;366;0;195;0;257;145;0;336
5241;480;127;278;168;0;34;59;9;74;3;88;19
5242;57;0;492;0;10;12;14;424;0;431;0;71
5243;552;71;81;3;47;56;30;112;2;36;26;0
5244;352;182;21;191;0;7;0;23;39;0;44;0
5245;153;81;125;39;248;179;48;68;6;157;158;124
5246;238;148;77;51;33;271;114;21;18;73;102;60
5247;510;0;433;0;68;0;0;0;0;6;0;0
5248;2180;244;806;333;634;694;380;1907;519;162;789;651
5249;93;0;9;9;8;113;0;64;2;71;92;0
5250;179;84;120;2;229;57;67;165;51;182;18;127
5251;938;34;20;35;2;114;1039;273;36;0;58;4
5252;462;111;74;94;12;28;0;13;1;10;15;0
5253;449;28;98;23;26;483;2;34;1;378;279;3
5254;1448;271;1019;59;506;972;488;323;32;606;421;84
5255;153;81;125;39;248;179;48;68;6;157;158;124
5256;284;148;252;7;355;121;125;309;88;357;38;166
5257;63;105;100;1144;0;23;6;20;302;0;157;0
5258;961;58;299;3;370;305;107;567;6;274;21;205
5259;394;0;239;0;308;86;0;264;0;260;0;19
5260;18;201;1;48;6;79;89;0;150;0;56;24
5261;521;145;129;98;28;11;0;9;3;6;8;0
5262;139;11;49;11;120;104;31;52;4;156;142;105
5263;576;291;223;55;19;50;0;40;0;29;17;0
5264;161;27;124;122;22;501;30;69;2;116;456;6
5265;167;56;126;986;134;35;248;4;436;4;172;7
5266;806;494;318;116;0;14;0;0;0;0;0;0
5267;428;182;199;64;260;163;66;235;127;164;17;108
5268;290;202;156;174;0;0;0;0;0;0;0;0
5269;40;103;621;0;224;0;574;97;0;358;0;189
5270;301;11;69;10;59;249;0;69;0;61;65;0
5271;265;281;169;124;47;171;94;7;6;46;63;84
5272;7;170;28;139;264;4;434;16;172;27;41;446
5273;352;46;95;69;67;121;0;239;37;53;65;4
5274;115;2;29;13;10;154;0;72;4;74;118;0
5275;1486;121;624;109;80;509;0;1493;28;155;100;155
5276;667;138;880;69;70;171;0;13;53;45;84;0
5277;111;7;17;37;1;82;0;5;0;14;17;0
5278;30;210;40;55;58;1;32;0;45;39;12;21
5279;64;39;0;69;0;4;0;0;164;0;0;0
5280;105;44;356;231;123;86;183;190;43;253;187;116
5281;39;488;12;153;346;95;138;0;376;203;94;206
5282;1;305;9;271;207;14;425;0;193;1;80;488
5283;165;98;1102;637;48;158;32;114;55;169;257;46
5284;1840;178;3082;105;238;296;1071;910;157;638;623;42
5285;338;68;112;71;36;412;31;154;16;204;212;70
5286;361;22;265;772;72;158;163;98;62;72;20;137
5287;561;72;1821;20;337;500;36;352;42;256;162;149
5288;437;62;447;107;34;354;101;180;26;101;142;19
5289;460;18;587;27;198;303;159;273;0;166;31;481
5290;77;107;105;18;611;0;214;0;58;195;365;334
5291;85;324;1;333;401;9;50;19;391;8;96;3
5292;932;37;493;14;269;192;98;638;7;350;29;107
5293;232;128;569;335;242;267;1049;334;179;544;488;137
5294;603;7;482;5;175;206;47;497;0;164;8;299
5295;39;164;1244;0;212;15;653;580;0;1414;2;240
5296;810;11;1106;4;200;68;215;278;8;141;3;229
5297;394;404;179;160;136;13;0;198;0;74;14;0
5298;1267;176;460;317;1266;92;219;553;19;263;68;429
5299;40;11;142;6;16;20;3;29;0;34;22;0
5300;1159;775;1513;1175;945;290;518;1130;161;976;332;909
5301;18;951;331;24;197;33;368;24;91;135;1;156
5302;710;518;581;536;232;848;1757;218;496;87;465;972
5303;261;264;297;190;52;401;382;86;119;48;286;267
5304;584;520;219;220;27;206;29;30;280;23;143;34
5305;37;6;289;0;463;0;97;359;0;335;0;644
5306;146;85;591;342;1064;0;1366;107;255;443;0;4640
5307;1;0;95;4;605;2;23;5;2;47;0;481
5308;74;21;265;2;177;4;41;88;5;181;0;12
5309;374;3;314;2;10;4;580;235;0;0;0;321
5310;499;93;371;3;389;6;138;127;40;147;0;687
5311;663;33;331;79;0;64;2;558;20;13;99;11
5312;627;171;944;68;596;3;237;149;18;192;194;138
5313;1711;33;418;5;80;237;230;971;32;121;128;68
5314;306;8;569;23;291;223;6;119;155;335;0;2
5315;576;131;896;143;122;183;12;227;194;885;264;187
5316;59;44;419;65;132;1;265;177;0;139;1;383
5317;880;49;367;23;741;51;428;440;11;470;34;139
5318;148;6;500;0;256;8;8;17;4;42;4;81
5319;563;30;511;26;187;145;138;298;36;195;31;188
5320;199;48;421;306;54;123;379;118;201;0;167;123
5321;194;0;475;95;896;1;758;552;165;76;144;435
5322;679;59;309;141;219;274;198;191;54;86;237;388
5323;641;52;300;20;222;129;378;170;16;99;42;29
5324;1679;193;1640;441;703;1006;1499;536;14;1797;810;18
5325;387;171;585;81;51;607;417;572;0;280;189;245
5326;188;7;444;94;706;0;743;504;165;59;145;643
5327;118;367;320;767;549;2;3279;80;552;45;170;1505
5328;303;170;301;149;229;38;159;104;38;348;465;359
5329;763;460;1027;818;16;506;149;211;447;107;269;14
5330;387;171;585;81;51;607;417;572;0;280;189;245
5331;625;112;762;164;130;122;555;206;64;91;69;563
5332;135;159;830;383;246;9;601;264;14;432;43;716
5333;421;452;311;51;659;154;250;0;233;302;122;411
5334;230;253;921;55;133;52;32;450;331;32;121;82
5335;233;0;301;0;485;29;27;180;0;175;1;116
5336;1033;112;633;271;169;277;1;237;8;346;312;15
5337;943;231;1464;128;305;234;61;566;92;693;199;452
5338;1051;2;415;4;797;313;19;396;31;815;10;239
5339;1155;319;2724;569;1198;240;537;512;575;782;91;966
5340;985;808;840;468;517;436;218;782;221;226;368;564
5341;489;65;405;234;95;241;230;347;384;146;253;41
5342;924;262;393;194;3;525;9;297;116;57;363;4
5343;1377;81;826;915;406;703;153;1388;349;1106;158;289
5344;693;133;990;828;353;116;203;211;516;185;116;867
5345;1002;1080;707;16;411;428;657;93;232;166;38;561
5346;31;221;670;2;507;10;392;331;0;389;0;857
5347;2877;236;1581;265;16;256;60;402;35;47;328;14
5348;538;138;440;0;1872;304;33;291;2;513;8;546
5349;1310;96;539;108;410;206;59;274;53;213;53;222
5350;994;465;804;0;350;75;462;48;1295;205;4;91
5351;949;135;1175;558;25;358;182;2351;55;71;691;520
5352;1117;349;2429;768;108;756;120;1837;225;605;1142;593
5353;1110;72;1027;202;24;168;623;675;44;10;457;16
5354;153;231;216;43;977;60;255;82;58;504;0;790
5355;153;231;216;43;977;60;255;82;58;504;0;790
5356;2053;278;900;1266;238;2609;51;522;170;596;1492;43
5357;777;55;1183;276;306;13;884;575;235;304;0;377
5358;777;55;1192;276;306;13;887;580;235;304;0;377
5359;3011;972;1392;1755;370;3198;361;827;639;898;2219;252
5360;2093;928;797;1003;395;2289;5;123;27;317;559;16
5361;4436;38;873;32;1187;1250;110;1793;2;706;68;310
5362;1865;99;1659;46;1027;808;1839;2285;0;595;520;1837
5363;946;39;2006;15;1085;10;1077;77;29;341;57;924
5364;435;393;3438;334;1323;102;829;412;36;2811;404;591
5365;1040;107;581;96;209;510;289;581;148;191;202;99
5366;618;74;228;30;125;237;233;334;60;84;59;155
5367;638;98;5;460;139;23;18;4;167;45;251;187
5368;487;1054;529;812;141;771;439;205;870;111;242;388
5369;270;343;522;9;327;87;93;124;340;65;2;104
5370;377;79;850;3;98;169;247;370;10;170;43;256
5371;662;126;1019;0;926;27;490;923;84;470;24;245
5372;1584;54;261;113;126;602;255;304;44;149;651;55
5373;349;507;363;109;406;28;515;4;66;153;27;256
5374;1324;56;866;960;394;328;583;674;55;546;23;792
5375;1384;90;496;2;419;287;1086;677;287;135;0;104
5376;582;26;1610;8;501;12;857;1924;0;197;67;812
5377;565;26;1612;8;506;12;894;1933;0;197;67;838
5378;283;451;222;0;856;1;564;177;76;792;2;674
5379;658;0;370;22;0;53;146;416;14;15;25;4
5380;1034;402;1834;22;2561;9;436;4;847;292;2;452
5381;1521;25;524;91;285;292;605;917;38;196;13;296
5382;1292;47;730;285;177;589;978;392;60;141;743;147
5383;1776;28;1429;33;1072;2;584;1603;0;158;543;1460
5384;805;33;789;213;59;571;138;428;8;154;602;28
5385;503;56;410;8;1692;1;370;129;340;147;1;829
5386;751;601;380;274;3323;78;176;285;117;541;678;666
5387;503;56;410;8;1692;1;370;129;340;147;1;829
5388;1651;1352;1542;102;259;166;450;412;644;466;18;140
5389;1471;110;170;106;90;152;11;34;81;8;648;1
5390;796;100;22;86;37;27;29;2;0;9;6;6
5391;662;65;31;91;103;41;9;15;24;51;4;5
5392;2304;105;439;31;560;382;588;169;106;43;329;43
5393;389;77;69;80;1044;90;37;207;186;51;208;131
5394;177;73;180;41;2;52;85;30;16;35;31;1
5395;283;1;1;26;2;7;2;7;0;56;6;0
5396;1652;81;231;99;107;175;52;24;121;59;548;64
5397;601;116;9;104;107;8;146;31;135;204;136;68
5398;459;722;435;269;54;98;170;133;44;56;14;4
5399;191;141;48;31;52;123;50;64;63;2;129;47
5400;193;0;539;76;0;0;39;16;36;6;72;0
5401;1661;103;253;73;198;149;121;24;46;32;712;0
5402;262;123;960;118;5;161;2;1;22;27;65;2
5403;23;353;52;16;73;0;2;5;89;105;0;42
5404;424;95;1210;128;358;82;830;240;36;660;29;797
5405;1073;502;1178;87;777;59;410;484;151;452;85;445
5406;806;265;689;15;161;88;93;135;303;468;0;63
5407;676;49;370;14;229;492;126;62;29;416;53;30
5408;674;40;606;12;238;150;96;145;0;79;5;156
5409;581;275;832;30;255;61;310;343;0;900;2;50
5410;575;275;862;37;532;568;338;432;60;1370;342;427
